02345272292;43151364969;3147029365;04/12/2019
69663825292;43151364969;3147029365;04/12/2019
33170994220;43151364969;3147029365;04/12/2019
53784083841;43151364969;3147029365;04/12/2019
18140525967;43151364969;3147029365;04/12/2019
38342330653;43151364969;3147029365;04/12/2019
54379701474;43151364969;3147029365;04/12/2019
06613656395;43151364969;3147029365;04/12/2019
02033700037;43151364969;3147029365;04/12/2019
99276407112;43151364969;3147029365;04/12/2019
12848722171;43151364969;3147029365;04/12/2019
28382806966;43151364969;3147029365;04/12/2019
47949592153;43151364969;3147029365;04/12/2019
12461740438;43151364969;3147029365;04/12/2019
39327964726;43151364969;3147029365;04/12/2019
42455527060;43151364969;3147029365;04/12/2019
34194951602;43151364969;3147029365;04/12/2019
92399597127;52255929608;1861675145;31/01/2020
55021619254;52255929608;1861675145;31/01/2020
18619589742;52255929608;1861675145;31/01/2020
13043125498;52255929608;1861675145;31/01/2020
90606897388;52255929608;1861675145;31/01/2020
83698055240;52255929608;1861675145;31/01/2020
48497480578;52255929608;1861675145;31/01/2020
96787115152;52255929608;1861675145;31/01/2020
34229592525;52255929608;1861675145;31/01/2020
75739927138;52255929608;1861675145;31/01/2020
74374626170;52255929608;1861675145;31/01/2020
88633550596;52255929608;1861675145;31/01/2020
05205839898;52255929608;1861675145;31/01/2020
59109326934;52255929608;1861675145;31/01/2020
56041006130;52255929608;1861675145;31/01/2020
26086948920;52255929608;1861675145;31/01/2020
07422390405;52255929608;1861675145;31/01/2020
72195951907;52255929608;1861675145;31/01/2020
61546427876;52255929608;1861675145;31/01/2020
92364544237;52255929608;1861675145;31/01/2020
96044788121;52255929608;1861675145;31/01/2020
84730577411;52255929608;1861675145;31/01/2020
71067716605;52255929608;1861675145;31/01/2020
73251347011;52255929608;1861675145;31/01/2020
14672648897;52255929608;1861675145;31/01/2020
86886277229;83672784837;5366456927;20/01/2020
63510090685;83672784837;5366456927;20/01/2020
98447278112;83672784837;5366456927;20/01/2020
73638963158;83672784837;5366456927;20/01/2020
60083554575;83672784837;5366456927;20/01/2020
13080475957;83672784837;5366456927;20/01/2020
95274607729;83672784837;5366456927;20/01/2020
29243540426;83672784837;5366456927;20/01/2020
49450689517;83672784837;5366456927;20/01/2020
35608816189;83672784837;5366456927;20/01/2020
57944739458;83672784837;5366456927;20/01/2020
05008745421;83672784837;5366456927;20/01/2020
30072221937;83672784837;5366456927;20/01/2020
07425275639;83672784837;5366456927;20/01/2020
61442735260;83672784837;5366456927;20/01/2020
63481109437;75948593679;1088647523;30/06/2020
10521671081;75948593679;1088647523;30/06/2020
42213697075;75948593679;1088647523;30/06/2020
18575269079;75948593679;1088647523;30/06/2020
11131234712;75948593679;1088647523;30/06/2020
81490055172;75948593679;1088647523;30/06/2020
